Options:
Model:                           Discrete: Dependent
Tree File Name:                  ./data/bantu-iroquois-cross.cousinmarriage.preferred.bttrees
Data File Name:                  ./data/bantu-iroquois-cross.cousinmarriage.preferred.btdata
Log File Name:                   ./output/bantu-iroquois-cross.cousinmarriage.preferred-70recon-dep1.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            1177518447
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      10010000
Burn in:                         10000
MCMC ML Start:                   False
Schedule File:                   ./output/bantu-iroquois-cross.cousinmarriage.preferred-70recon-dep1.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     8
Base frequency (PI's):           Empirical: (0.242424,0.121212,0.121212,0.515152)
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Tags:	1
	ANC	2	L11_Pende G61_Sangu 
Scale Tree:                      0.101827
Restrictions:
    q12                          None
    q13                          None
    q21                          None
    q24                          None
    q31                          None
    q34                          None
    q42                          None
    q43                          None
Prior Information:
    Prior Categories:            100
    Priors
        q12 - exp 10.00 
        q13 - exp 10.00 
        q21 - exp 10.00 
        q24 - exp 10.00 
        q31 - exp 10.00 
        q34 - exp 10.00 
        q42 - exp 10.00 
        q43 - exp 10.00 
Node reconstruction / fossilisation:
	MRCA RecNode ANC
Tree Information
     Trees:                      1000
     Taxa:                       66
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	q12	q13	q21	q24	q31	q34	q42	q43	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	RecNode - P(0,0)	RecNode - P(0,1)	RecNode - P(1,0)	RecNode - P(1,1)	
1895000	-73.902186	886	1.545987	0.946318	5.647065	11.966620	3.023642	5.797346	4.582871	1.611105	0.276687	0.120675	0.119866	0.482773	0.008441	0.096640	0.074445	0.820474	
1896000	-75.149744	502	2.093162	1.980357	10.346086	4.317217	10.421611	0.985187	1.355778	1.845891	0.152241	0.107140	0.079053	0.661566	0.000685	0.016737	0.001690	0.980888	
1897000	-76.174095	883	2.544394	6.761378	10.437630	18.535831	23.853603	0.265250	2.554466	1.887882	0.201072	0.125489	0.098330	0.575109	0.009197	0.106580	0.002149	0.882074	
1898000	-74.005145	204	2.034891	0.317399	8.568391	0.372771	2.427313	30.117965	1.357228	6.974702	0.183968	0.092583	0.137580	0.585869	0.004475	0.002696	0.187883	0.804947	
1899000	-76.238681	201	2.862382	4.453081	0.495647	19.692062	21.183260	11.535204	3.895452	4.223586	0.246339	0.119885	0.122395	0.511381	0.081390	0.181399	0.067406	0.669805	
1900000	-79.268854	117	13.252256	4.786978	17.833164	2.583501	0.950534	30.451259	2.558858	10.163758	0.254839	0.128312	0.117092	0.499758	0.111625	0.045525	0.163831	0.679020	
1901000	-76.519663	59	3.399983	5.880284	14.498160	2.941939	15.361985	8.562283	1.571673	1.843285	0.228909	0.115206	0.118777	0.537108	0.053019	0.041040	0.084670	0.821270	
1902000	-73.559124	48	10.996051	1.472741	30.310037	1.858003	3.539144	8.471746	1.788940	2.655695	0.240260	0.120182	0.122264	0.517294	0.003828	0.003881	0.097068	0.895223	
1903000	-75.623437	48	3.540248	4.764225	10.061982	11.403060	8.005666	13.220357	3.567681	3.196904	0.243881	0.121402	0.121241	0.513476	0.056353	0.082402	0.104880	0.756365	
1904000	-79.768574	226	2.861850	0.567526	2.925410	30.391924	7.251124	15.147126	14.464877	10.443018	0.240554	0.121550	0.121264	0.516631	0.064620	0.158940	0.112263	0.664177	
1905000	-72.329124	460	1.241815	1.097499	9.676235	3.862878	0.746641	12.465294	2.460841	2.166670	0.304820	0.141667	0.101931	0.451582	0.011146	0.018288	0.216516	0.754050	
1906000	-73.754507	474	5.141884	2.374986	12.814908	6.098866	5.595071	12.920686	3.307259	2.902600	0.232834	0.118283	0.122458	0.526425	0.057278	0.054291	0.135706	0.752725	
1907000	-79.018936	676	2.048200	1.134817	21.619179	4.785340	20.453831	2.369133	1.584206	1.184313	0.137048	0.088580	0.079054	0.695317	0.000568	0.009927	0.004036	0.985469	
1908000	-76.520722	557	15.985243	0.552539	28.741865	6.716905	8.239582	2.894541	2.383389	1.272719	0.224194	0.114631	0.113594	0.547582	0.032410	0.034978	0.026273	0.906338	
1909000	-79.273002	844	8.307004	8.040607	27.052663	10.001173	22.530012	2.859298	1.487376	2.993444	0.227062	0.117065	0.113938	0.541935	0.024659	0.042862	0.016695	0.915784	
1910000	-75.670035	895	1.620433	1.951656	3.488807	18.800147	10.097711	0.340476	3.778916	1.055311	0.319975	0.102899	0.164824	0.412302	0.033397	0.176189	0.006337	0.784077	
1911000	-74.341491	33	2.504097	0.142121	15.015711	3.371898	4.852204	7.500498	1.033943	3.114061	0.190480	0.105916	0.129821	0.573783	0.001297	0.012286	0.076637	0.909780	
1912000	-75.303156	675	2.242130	0.133694	9.931700	11.340558	2.278260	10.307948	4.173705	1.437466	0.247375	0.122441	0.120262	0.509921	0.012605	0.074069	0.220937	0.692388	
1913000	-75.369595	827	2.878307	7.987156	8.595587	7.247392	12.463033	17.412186	2.864515	3.612315	0.242874	0.121337	0.121229	0.514560	0.125560	0.084463	0.113891	0.676086	
1914000	-74.372443	311	1.041206	0.763393	9.576126	3.706582	0.964770	7.283827	3.343199	2.264074	0.226014	0.119415	0.121286	0.533285	0.003767	0.012265	0.201458	0.782510	
1915000	-76.681955	538	7.402849	6.539408	11.776677	1.669324	5.371606	28.680410	2.848814	4.148631	0.241717	0.120631	0.121435	0.516217	0.123653	0.040114	0.153753	0.682479	
1916000	-75.830063	509	2.119218	1.979698	11.821458	17.209130	4.256646	27.936162	2.795487	4.054564	0.294700	0.124964	0.113304	0.467031	0.048706	0.097300	0.149823	0.704171	
1917000	-77.557272	493	5.329234	0.630825	17.341036	17.430638	1.378838	11.732711	6.281589	3.401388	0.240627	0.120964	0.121724	0.516685	0.021984	0.062800	0.231765	0.683451	
1918000	-76.066984	299	1.502568	3.187424	15.105080	1.289068	2.361890	7.783866	2.210260	0.897021	0.249258	0.125574	0.118204	0.506964	0.044650	0.014625	0.160101	0.780624	
1919000	-76.510648	955	4.772837	2.217193	6.909789	19.978224	10.273425	2.631401	3.877581	2.946197	0.237667	0.122284	0.117956	0.522093	0.075179	0.146440	0.029167	0.749214	
1920000	-74.669210	967	0.916569	0.327725	15.150558	2.440227	2.361544	29.228069	1.825703	5.944930	0.198196	0.107060	0.132094	0.562650	0.001416	0.006275	0.182823	0.809486	
1921000	-77.452528	223	4.932984	3.821363	8.415274	45.502203	9.176509	6.153223	10.188162	2.104993	0.244952	0.120738	0.122162	0.512147	0.127785	0.142589	0.076006	0.653620	
1922000	-76.370314	108	6.346945	4.238831	9.655910	19.672025	15.487724	5.629746	5.929461	2.295220	0.240990	0.121341	0.120571	0.517098	0.132747	0.128272	0.071776	0.667205	
1923000	-74.795419	725	0.023257	0.376720	5.831304	6.710631	3.872059	0.463052	2.159797	1.373086	0.034176	0.147188	0.053592	0.765043	0.000002	0.058397	0.000459	0.941142	
1924000	-74.700281	729	4.395862	0.331283	5.369979	16.364271	4.043076	10.412728	3.640455	3.791141	0.281906	0.118800	0.119736	0.479558	0.088365	0.129278	0.120805	0.661553	
1925000	-75.444278	506	1.870002	0.821609	3.816524	26.096555	8.777895	6.440326	2.848207	3.203626	0.272165	0.115320	0.127936	0.484578	0.032280	0.165052	0.054607	0.748062	
1926000	-77.814407	771	0.774533	2.152112	6.352457	4.904404	3.484190	4.205049	1.206391	1.056977	0.358709	0.149403	0.132126	0.359763	0.003459	0.039382	0.042442	0.914717	
1927000	-75.768848	152	4.510132	0.394482	14.844658	8.968991	4.764741	2.275206	2.476165	1.974894	0.228351	0.119621	0.112962	0.539067	0.028692	0.081944	0.030892	0.858472	
1928000	-76.450262	569	3.262383	0.232800	17.919498	2.715918	10.360158	4.995710	1.050256	3.519057	0.120628	0.075990	0.105697	0.697685	0.000108	0.002707	0.011572	0.985613	
1929000	-76.277655	221	6.104213	1.980159	13.744402	34.484555	8.244372	6.258225	4.758528	2.693590	0.244979	0.120994	0.122043	0.511985	0.108782	0.130601	0.071642	0.688975	
1930000	-77.696908	869	4.297860	7.426179	19.059595	7.972380	13.703085	33.813327	4.704686	2.990412	0.241976	0.121030	0.121262	0.515732	0.188097	0.098834	0.126992	0.586077	
1931000	-75.192208	483	1.691314	2.121818	0.635352	19.371831	15.009355	2.975392	1.762997	2.566041	0.251842	0.117662	0.125737	0.504759	0.013042	0.218108	0.009477	0.759373	
1932000	-78.297278	156	3.194033	2.538897	10.356554	3.178163	4.489913	11.957069	4.070629	4.377354	0.228353	0.115047	0.124616	0.531984	0.025815	0.018449	0.160250	0.795485	
1933000	-74.134080	233	0.598229	1.706203	14.450790	0.426383	4.013280	9.443568	2.570428	1.054516	0.216454	0.105794	0.127351	0.550401	0.023136	0.006306	0.140780	0.829777	
1934000	-77.411646	517	14.867252	0.192268	15.161130	12.189540	3.071197	18.239363	3.196042	3.677066	0.246771	0.122257	0.120333	0.510639	0.155101	0.099433	0.139205	0.606261	
1935000	-74.763112	422	3.693670	0.247165	4.257296	11.762674	4.188237	8.701559	3.840061	2.640599	0.303163	0.117237	0.120910	0.458689	0.046418	0.125024	0.113284	0.715274	
1936000	-76.366078	91	7.990009	1.965017	13.936293	12.011806	4.631276	12.226768	3.827077	3.790121	0.242098	0.121150	0.121255	0.515498	0.121045	0.094110	0.133716	0.651129	
1937000	-76.372118	700	3.682399	3.224606	9.067161	0.291236	4.209984	17.296064	1.152878	3.978039	0.278226	0.144897	0.113071	0.463805	0.037572	0.005319	0.155090	0.802019	
1938000	-74.531868	887	3.376766	1.348511	3.912288	10.422955	13.210367	0.252648	1.025740	2.298225	0.230834	0.124763	0.111489	0.532914	0.038713	0.157283	0.006441	0.797564	
1939000	-73.791333	586	1.657123	0.175842	6.681058	14.840031	3.564874	17.030158	4.019367	6.538284	0.254091	0.121557	0.119826	0.504526	0.006915	0.097584	0.144761	0.750740	
1940000	-77.762067	496	2.358038	9.234797	12.051317	3.543631	23.669927	13.201639	2.369406	3.244328	0.224489	0.112860	0.117768	0.544882	0.068669	0.040662	0.078205	0.812464	
1941000	-80.817227	153	12.320140	0.427413	11.443400	7.654723	1.888107	17.142693	5.479032	8.393265	0.234333	0.118957	0.123626	0.523083	0.069086	0.063455	0.180820	0.686640	
1942000	-75.926900	499	3.982201	5.935367	15.829816	4.835689	4.746717	35.933751	4.970550	7.471489	0.241684	0.120790	0.121442	0.516084	0.167555	0.079663	0.144156	0.608626	
1943000	-77.333262	737	4.988911	5.403165	11.088226	15.116589	6.304626	4.055848	5.626864	1.784869	0.231584	0.121313	0.116821	0.530281	0.098758	0.116333	0.060283	0.724626	
1944000	-74.547938	748	0.767312	0.228720	6.395884	32.695003	2.546884	4.379341	9.370577	1.853254	0.236056	0.123270	0.120644	0.520029	0.003834	0.150670	0.043732	0.801764	
1945000	-82.061805	420	13.844209	5.940620	14.098282	6.053454	3.199960	9.920965	4.342642	5.350651	0.241339	0.120660	0.121585	0.516415	0.161572	0.081690	0.144172	0.612565	
1946000	-75.535231	321	1.717010	2.689802	5.456377	4.917754	11.061509	1.856215	2.276672	1.210378	0.193195	0.125247	0.101516	0.580042	0.002173	0.039872	0.006173	0.951782	
1947000	-78.059460	742	15.283005	12.817484	12.390852	16.053737	43.784752	30.684174	2.443074	8.654227	0.242421	0.121212	0.121211	0.515156	0.238411	0.120709	0.120328	0.520552	
1948000	-77.085817	510	11.896751	4.924156	28.826415	0.725132	7.098679	12.871059	2.676773	3.547792	0.232030	0.115258	0.122612	0.530100	0.047796	0.016788	0.126314	0.809102	
1949000	-74.233330	292	1.448476	0.842817	11.012416	2.561872	5.429888	15.730570	2.083692	3.481297	0.187337	0.102472	0.130525	0.579666	0.001702	0.005455	0.115706	0.877136	
1950000	-76.036628	309	6.146352	8.405794	8.094559	13.592056	27.760146	2.383255	1.732603	1.833073	0.247084	0.120996	0.123731	0.508189	0.084260	0.122012	0.037855	0.755873	
1951000	-75.007434	75	5.878502	1.441240	11.517783	2.492129	1.749910	20.746172	2.930380	3.120623	0.222467	0.112490	0.127104	0.537939	0.017878	0.012674	0.198415	0.771032	
1952000	-77.482851	40	6.562155	5.438188	20.029576	2.966055	5.282652	18.697939	1.167603	3.121311	0.282561	0.143393	0.114229	0.459817	0.152620	0.070844	0.139367	0.637170	
1953000	-75.577533	525	2.120221	0.728862	5.688771	8.161071	6.895400	6.025881	1.299354	2.505010	0.265667	0.122068	0.125424	0.486840	0.012299	0.087777	0.054911	0.845013	
1954000	-75.417093	884	1.524592	2.396902	12.102507	1.013780	1.755970	17.858335	1.325097	2.871560	0.324187	0.170662	0.096955	0.408196	0.064030	0.018850	0.172361	0.744759	
1955000	-75.766213	732	5.159634	1.043548	5.403571	2.462111	6.317334	5.263909	1.430656	1.211271	0.267825	0.130097	0.125581	0.476497	0.002256	0.010334	0.042717	0.944693	
1956000	-74.376746	436	2.456495	2.866947	6.060594	25.102570	14.975638	3.636762	4.915574	2.409084	0.234830	0.122713	0.118034	0.524423	0.038563	0.155607	0.028028	0.777803	
1957000	-74.287022	407	2.103376	0.384919	16.437872	4.690232	2.854387	20.695455	2.064984	4.795205	0.209252	0.111575	0.128762	0.550412	0.005593	0.021185	0.174730	0.798492	
1958000	-80.320258	169	2.007402	3.683225	1.820970	2.400552	6.319577	33.619286	1.720451	13.903735	0.241251	0.097973	0.126169	0.534607	0.038658	0.007685	0.166095	0.787562	
1959000	-77.343447	250	2.223625	0.958660	14.460257	25.248216	4.291895	17.643827	5.228532	5.935625	0.236581	0.121194	0.122046	0.520179	0.032112	0.107608	0.145584	0.714695	
1960000	-72.378456	474	0.091333	0.130173	10.871769	0.035913	0.330578	9.428762	2.130234	3.042815	0.083187	0.038440	0.166231	0.712143	0.000391	0.000072	0.221208	0.778329	
1961000	-75.658989	646	7.103691	0.156230	6.759638	6.368101	7.153798	17.343241	1.984262	4.291838	0.239579	0.121055	0.121447	0.517919	0.009292	0.035468	0.116920	0.838320	
1962000	-78.085128	522	3.347378	4.791959	14.190618	3.348483	4.456822	12.783832	4.370208	0.426242	0.243017	0.121500	0.121102	0.514381	0.160367	0.067020	0.164984	0.607629	
1963000	-76.972341	361	2.662938	3.750106	6.667642	7.033994	11.340561	12.249730	3.018653	1.435443	0.258116	0.123273	0.122750	0.495861	0.042936	0.073847	0.091024	0.792193	
1964000	-73.660091	306	6.029709	0.580239	9.364594	8.804065	4.237800	12.795346	2.104983	4.051958	0.254788	0.123379	0.119884	0.501949	0.025225	0.059110	0.136221	0.779444	
1965000	-76.181103	252	13.138785	0.651773	15.417010	0.074986	8.614862	4.768989	0.876957	2.951737	0.051765	0.023971	0.113051	0.811213	0.000048	0.000023	0.016709	0.983221	
1966000	-76.725887	963	11.159821	6.009075	17.041497	5.310570	9.487884	19.156519	2.732790	2.973765	0.242352	0.121178	0.121220	0.515249	0.139386	0.073044	0.127885	0.659685	
1967000	-77.829783	633	1.550294	4.893842	0.473393	9.442377	11.813620	7.942127	0.903439	3.669370	0.250233	0.114889	0.124061	0.510818	0.042561	0.214340	0.050055	0.693045	
1968000	-76.546546	826	5.632079	0.110481	5.352082	19.854744	8.441799	39.804540	2.954897	11.991924	0.247170	0.120842	0.120776	0.511212	0.107067	0.131500	0.135603	0.625831	
1969000	-74.509100	538	0.314979	2.618824	8.892455	3.574412	0.509594	31.524088	3.426931	3.375377	0.256087	0.126874	0.116835	0.500204	0.049662	0.029183	0.191530	0.729625	
1970000	-74.502858	228	1.110121	0.072289	2.104150	10.720095	5.684153	8.323058	3.198384	3.577248	0.281770	0.113883	0.125791	0.478556	0.012102	0.160165	0.077299	0.750435	
1971000	-73.222847	474	1.367190	0.052333	5.154767	4.645189	7.380657	24.428266	1.121632	3.648425	0.259345	0.139434	0.119384	0.481837	0.002331	0.042411	0.133774	0.821484	
1972000	-74.068840	934	1.207376	0.798120	0.219709	10.798755	11.309538	3.890582	2.476951	2.734934	0.264689	0.108186	0.132650	0.494475	0.014755	0.227076	0.018625	0.739545	
1973000	-76.356819	688	9.696314	3.029087	31.363033	2.194884	1.152849	11.649207	2.187370	1.178996	0.254035	0.127312	0.116919	0.501734	0.068459	0.029495	0.202894	0.699151	
1974000	-77.681006	269	0.658215	2.020442	24.079413	6.952362	3.542556	14.863702	2.543366	2.515048	0.247140	0.122988	0.120291	0.509580	0.016325	0.027776	0.151362	0.804537	
1975000	-74.439720	709	3.008290	0.152532	10.992635	23.438664	2.526937	4.231028	6.533439	1.039122	0.257248	0.122116	0.114708	0.505928	0.006930	0.099610	0.054592	0.838868	
1976000	-73.936362	116	3.979356	0.767008	22.757681	5.773103	2.631147	6.222835	2.729191	1.830858	0.208014	0.109666	0.126943	0.555378	0.017147	0.042418	0.119707	0.820727	
1977000	-73.342632	436	2.653441	1.046830	9.726831	1.894570	2.972280	15.460308	2.120741	4.651105	0.227866	0.115614	0.124752	0.531769	0.009850	0.009576	0.171640	0.808934	
1978000	-76.543402	553	2.318926	2.196252	14.547621	22.658952	3.329433	8.539740	4.833533	2.885748	0.247540	0.121569	0.120589	0.510302	0.038397	0.104300	0.115621	0.741681	
1979000	-72.512139	231	1.923190	0.187301	10.853349	1.859321	1.070938	9.679313	2.632561	3.215742	0.179008	0.099278	0.138663	0.583050	0.000590	0.003563	0.215540	0.780307	
1980000	-75.920056	810	12.936367	2.889932	20.204621	4.423620	2.361963	7.394495	3.089308	1.913846	0.234554	0.117674	0.122900	0.524872	0.031896	0.022297	0.146930	0.798877	
1981000	-74.788462	916	0.010602	0.310652	10.979718	8.286855	1.764946	11.229661	2.669699	2.604966	0.126225	0.116480	0.142891	0.614403	0.000243	0.024236	0.159299	0.816222	
1982000	-75.851447	896	2.024000	2.745744	14.934124	3.090983	8.279040	15.492685	2.097959	1.943346	0.236580	0.118725	0.121851	0.522843	0.016256	0.015384	0.112044	0.856316	
1983000	-74.139023	563	5.274198	0.831382	9.939139	6.706872	7.675074	1.706588	2.360518	1.773129	0.230671	0.119954	0.113974	0.535401	0.020843	0.059380	0.013921	0.905856	
1984000	-78.245351	655	3.450533	9.350412	14.738636	6.136528	7.072515	38.967366	2.132145	5.356810	0.246789	0.123976	0.120185	0.509050	0.241984	0.120542	0.121485	0.515989	
1985000	-75.817545	930	0.348366	0.338571	0.919416	1.051849	8.766589	13.075666	1.200615	2.856603	0.247028	0.044516	0.148009	0.560447	0.000561	0.002971	0.097147	0.899321	
1986000	-75.197483	272	0.500600	0.210281	3.354404	28.222634	4.940836	22.260214	10.063714	5.598473	0.236704	0.122519	0.123235	0.517542	0.003290	0.152068	0.129469	0.715172	
1987000	-76.819915	924	6.690205	4.151457	9.895911	2.021211	10.129979	6.223211	0.714816	3.604960	0.217018	0.109225	0.117433	0.556324	0.007927	0.008570	0.038075	0.945428	
1988000	-75.052971	361	2.980536	1.469978	14.904823	4.657382	2.329593	14.508916	3.511508	3.522986	0.234048	0.118330	0.123464	0.524157	0.019916	0.023340	0.195296	0.761449	
1989000	-75.032894	912	8.288805	0.384748	18.657164	0.614348	0.422343	11.912377	3.661613	2.677492	0.133439	0.067217	0.166927	0.632418	0.001772	0.000621	0.389488	0.608118	
1990000	-74.538171	657	3.821534	0.268585	9.872880	7.543664	3.103700	9.185638	2.870513	3.762876	0.247359	0.123061	0.120412	0.509168	0.020607	0.059752	0.140569	0.779072	
1991000	-75.039518	868	2.964609	1.450641	8.652712	0.454177	1.907410	7.083038	2.629579	1.387250	0.221026	0.106636	0.128348	0.543990	0.005380	0.000763	0.195492	0.798365	
1992000	-77.816683	130	1.751941	0.812995	4.659808	32.656927	6.728535	1.779287	4.781267	3.756780	0.239440	0.122211	0.119043	0.519306	0.043005	0.176625	0.021755	0.758615	
1993000	-75.258041	309	1.295129	1.766779	4.746220	8.765275	3.955369	13.079499	2.964386	4.969048	0.273559	0.121617	0.118138	0.486686	0.019433	0.086144	0.133798	0.760624	
1994000	-78.215122	823	2.707436	1.888714	1.940227	3.266799	10.089534	16.877338	0.480835	3.749798	0.229943	0.108305	0.123782	0.537970	0.014380	0.023740	0.109884	0.851997	
1995000	-74.649544	931	4.328314	1.733606	7.714793	23.175252	8.869963	1.203390	6.481767	1.326993	0.248584	0.120181	0.124902	0.506333	0.058850	0.150164	0.014879	0.776107	
1996000	-75.202082	581	1.939729	1.985856	11.890051	20.177749	3.394128	4.508436	6.191390	1.057742	0.227402	0.121940	0.117639	0.533018	0.023440	0.114865	0.054389	0.807307	
1997000	-76.345382	914	6.173539	2.181173	19.436140	4.934328	2.607910	50.785532	3.798053	11.435587	0.230802	0.116431	0.124427	0.528340	0.031718	0.025714	0.182241	0.760328	
1998000	-78.283209	855	4.888019	5.742285	30.341555	2.229391	11.834532	4.824945	0.967279	2.456741	0.195434	0.098666	0.110124	0.595776	0.006026	0.006533	0.022960	0.964480	
1999000	-76.165787	869	3.241614	4.217002	15.018584	5.310293	1.801302	31.806382	3.871428	7.335880	0.243580	0.121747	0.120848	0.513825	0.117150	0.062433	0.161313	0.659104	
2000000	-76.283223	708	25.532805	9.173792	55.216359	1.303489	4.410598	15.220275	3.485817	0.813645	0.242978	0.121534	0.121071	0.514417	0.208073	0.100641	0.132078	0.559209	
2001000	-73.566942	599	1.429290	0.161921	7.482354	6.713046	3.935761	2.498146	3.591647	1.723120	0.194911	0.123072	0.111679	0.570338	0.001010	0.043314	0.013115	0.942561	
2002000	-77.392317	150	8.278241	1.311232	9.039503	2.587309	2.556620	9.433494	2.638704	1.713024	0.235994	0.118498	0.123119	0.522389	0.016082	0.012440	0.200594	0.770884	
2003000	-75.722016	141	3.659297	0.326902	0.820713	18.110962	8.388730	13.809118	5.398675	5.532548	0.262861	0.116105	0.122898	0.498136	0.074978	0.168831	0.097732	0.658460	
2004000	-77.535740	203	3.085912	1.629311	9.769409	11.055473	13.713369	10.004091	0.881975	3.276644	0.237869	0.121587	0.120939	0.519605	0.010699	0.068972	0.048214	0.872115	
2005000	-74.585598	58	1.449274	0.710329	1.309863	6.809427	13.438927	9.989620	1.248218	2.311386	0.293861	0.106660	0.132161	0.467318	0.006793	0.105242	0.045371	0.842594	
2006000	-76.327350	499	8.001575	0.630952	22.777160	5.466252	9.395975	5.371758	3.018189	3.296238	0.201724	0.106947	0.115743	0.575587	0.010450	0.024522	0.041375	0.923653	
2007000	-73.826252	245	1.151261	0.451113	7.593012	5.331142	4.119651	4.877554	1.781864	1.937021	0.198822	0.120047	0.125833	0.555297	0.000729	0.027154	0.038962	0.933155	
2008000	-80.201658	903	2.679524	0.227927	7.169554	7.611126	3.134302	5.891261	1.180519	0.410384	0.542500	0.133079	0.147520	0.176901	0.012041	0.036497	0.579337	0.372125	
2009000	-78.613627	445	8.313260	10.176959	19.481208	2.770112	10.766119	12.447645	0.766169	5.482974	0.242289	0.121111	0.121226	0.515374	0.130368	0.056583	0.115380	0.697668	
2010000	-77.381691	770	0.058626	10.392647	8.307102	3.968146	12.940116	5.719892	2.666125	0.527468	0.253913	0.124909	0.124571	0.496607	0.037834	0.043116	0.051884	0.867167	
2011000	-73.491440	870	0.863370	0.418764	6.155530	14.991799	1.538141	10.479690	3.097674	3.051024	0.393670	0.117221	0.096886	0.392223	0.006501	0.100008	0.147373	0.746117	
2012000	-78.819989	772	10.810086	6.609543	4.854698	18.608878	16.183426	19.482969	2.299990	8.370125	0.242425	0.121212	0.121212	0.515150	0.239333	0.121870	0.120550	0.518247	
2013000	-73.941073	543	1.316688	0.432488	5.163335	14.532542	3.014752	1.190740	2.660069	1.159601	0.368812	0.108940	0.138728	0.383519	0.010474	0.149901	0.006340	0.833284	
2014000	-78.053101	325	5.064771	10.350898	6.937900	2.092789	21.958390	3.247720	2.246735	2.342232	0.201596	0.106072	0.104124	0.588208	0.006333	0.010369	0.011786	0.971513	
2015000	-76.344712	546	5.487083	1.006995	32.125614	9.637115	2.554031	2.081474	1.725903	1.335088	0.250285	0.125586	0.105505	0.518624	0.006793	0.030156	0.012127	0.950924	
2016000	-75.485241	25	2.695312	2.289044	13.165946	2.354139	1.361260	9.326768	1.634260	0.931954	0.319997	0.159775	0.098002	0.422225	0.111515	0.043188	0.212436	0.632862	
2017000	-75.687320	618	3.648518	2.390983	9.862523	3.113147	2.252551	6.866450	2.001132	1.449600	0.268148	0.133048	0.114669	0.484135	0.013425	0.013160	0.127216	0.846198	
2018000	-73.210715	503	5.155462	0.460771	16.068450	1.778684	2.736818	6.456092	1.776860	0.970623	0.226859	0.115020	0.127697	0.530424	0.003446	0.006093	0.143041	0.847420	
2019000	-76.266035	133	4.822340	0.024771	20.837367	3.050826	3.682358	9.450391	2.741695	4.338851	0.137072	0.079874	0.144126	0.638928	0.001708	0.008093	0.132778	0.857421	
