Options:
Model:                           Discrete: Independent
Tree File Name:                  ./data/bantu-iroquois-cross.cousinmarriage.preferred.bttrees
Data File Name:                  ./data/bantu-iroquois-cross.cousinmarriage.preferred.btdata
Log File Name:                   ./output/bantu-iroquois-cross.cousinmarriage.preferred-3ANCrecon-indep1.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            3134403187
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      10010000
Burn in:                         10000
MCMC ML Start:                   False
Schedule File:                   ./output/bantu-iroquois-cross.cousinmarriage.preferred-3ANCrecon-indep1.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     4
Base frequency (PI's):           Empirical: (0.242424,0.121212,0.121212,0.515152)
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Tags:	5
	ANC5	2	R11_Umbundu G61_Sangu 
	ANC4	2	JD53_Shi G61_Sangu 
	ANC3	2	L11_Pende G61_Sangu 
	ANC2	2	C83_Bushong G61_Sangu 
	ANC1	2	C41_Ngombe G61_Sangu 
Scale Tree:                      0.000000
Restrictions:
    alpha1                       None
    beta1                        None
    alpha2                       None
    beta2                        None
Prior Information:
    Prior Categories:            100
    Priors
        alpha1 - exp 10.00 
        beta1 - exp 10.00 
        alpha2 - exp 10.00 
        beta2 - exp 10.00 
Node reconstruction / fossilisation:
	MRCA RecNodeUmbundu ANC5
	MRCA RecNodeShi ANC4
	MRCA RecNodePende ANC3
	MRCA RecNodeBushong ANC2
	MRCA RecNodeNgombe ANC1
Tree Information
     Trees:                      1000
     Taxa:                       66
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	alpha1	beta1	alpha2	beta2	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	RecNodeUmbundu - P(0,0)	RecNodeUmbundu - P(0,1)	RecNodeUmbundu - P(1,0)	RecNodeUmbundu - P(1,1)	RecNodeShi - P(0,0)	RecNodeShi - P(0,1)	RecNodeShi - P(1,0)	RecNodeShi - P(1,1)	RecNodePende - P(0,0)	RecNodePende - P(0,1)	RecNodePende - P(1,0)	RecNodePende - P(1,1)	RecNodeBushong - P(0,0)	RecNodeBushong - P(0,1)	RecNodeBushong - P(1,0)	RecNodeBushong - P(1,1)	RecNodeNgombe - P(0,0)	RecNodeNgombe - P(0,1)	RecNodeNgombe - P(1,0)	RecNodeNgombe - P(1,1)	
1012000	-85.385462	583	3.371937	1.649934	1.804642	2.817404	0.245163	0.148625	0.098524	0.507688	0.001226	0.034592	0.004003	0.960179	0.001818	0.027594	0.007464	0.963125	0.015677	0.068025	0.024188	0.892110	0.059461	0.145156	0.036569	0.758814	0.188885	0.191517	0.064418	0.555180	
1013000	-83.223343	852	3.734883	2.792940	4.823593	4.012657	0.237351	0.120885	0.120426	0.521338	0.019149	0.033697	0.059354	0.887801	0.011617	0.020706	0.059915	0.907762	0.014853	0.025094	0.062503	0.897550	0.097279	0.081817	0.100737	0.720167	0.198273	0.114630	0.116177	0.570920	
1014000	-85.218254	251	9.475285	4.129592	3.333080	3.876010	0.234031	0.123757	0.116875	0.525336	0.028171	0.190698	0.013344	0.767787	0.033222	0.178967	0.016837	0.770974	0.047393	0.174408	0.024108	0.754091	0.119768	0.162871	0.057119	0.660242	0.194984	0.137506	0.095436	0.572075	
1015000	-84.708921	81	31.073989	16.450295	1.317934	2.546843	0.207881	0.131082	0.103941	0.557097	0.001808	0.189959	0.000904	0.807329	0.002287	0.189823	0.001143	0.806747	0.017022	0.185613	0.008511	0.788854	0.060520	0.173185	0.030260	0.736035	0.137935	0.151066	0.068968	0.642031	
1016000	-83.855315	976	1.352113	3.409916	5.973169	3.460540	0.187268	0.093077	0.137741	0.581915	0.001710	0.001541	0.115123	0.881626	0.002408	0.002051	0.120813	0.874728	0.018992	0.012873	0.143185	0.824950	0.050271	0.027315	0.164172	0.758242	0.112426	0.055567	0.159965	0.672041	
1017000	-82.265195	266	0.985428	2.266344	8.460864	4.103486	0.200894	0.100031	0.133606	0.565469	0.000446	0.000260	0.167825	0.831469	0.001217	0.000691	0.171339	0.826752	0.001818	0.001030	0.171523	0.825630	0.048117	0.023741	0.178696	0.749445	0.147924	0.072907	0.150147	0.629022	
1018000	-86.142755	870	3.288449	1.320611	4.136171	4.340299	0.289981	0.149037	0.104493	0.456489	0.015221	0.030601	0.052750	0.901427	0.011199	0.021208	0.056593	0.911000	0.033070	0.043801	0.075307	0.847823	0.155125	0.140535	0.080954	0.623386	0.296646	0.187883	0.080750	0.434721	
1019000	-84.616855	151	5.335331	3.677534	15.347241	6.586980	0.240991	0.120495	0.121623	0.516892	0.124587	0.062118	0.155267	0.658028	0.125325	0.062551	0.154913	0.657211	0.134232	0.067061	0.152236	0.646471	0.196251	0.097942	0.134643	0.571164	0.230415	0.115159	0.124695	0.529731	
1020000	-85.212983	508	11.185514	5.495654	8.242003	6.412483	0.242373	0.121238	0.121175	0.515214	0.207977	0.130931	0.104090	0.557001	0.216842	0.126776	0.109956	0.546426	0.225234	0.125690	0.113013	0.536062	0.235290	0.123711	0.117203	0.523796	0.241218	0.121820	0.120348	0.516614	
1021000	-84.117685	883	18.919535	11.236706	3.121026	2.932400	0.234470	0.123485	0.117235	0.524811	0.040965	0.178711	0.020491	0.759834	0.053551	0.175132	0.026784	0.744533	0.060334	0.173213	0.030172	0.736281	0.122010	0.155610	0.061008	0.661373	0.196693	0.134278	0.098346	0.570683	
1022000	-81.337448	423	0.286533	2.349388	3.653176	2.548670	0.115184	0.054882	0.164341	0.665593	0.000029	0.000095	0.034619	0.965257	0.000002	0.000012	0.022333	0.977653	0.000071	0.000210	0.038262	0.961458	0.010808	0.008991	0.121437	0.858763	0.061568	0.030508	0.174205	0.733719	
1023000	-84.613009	778	2.999638	2.667516	6.396903	5.530351	0.231596	0.116107	0.123979	0.528318	0.023287	0.019302	0.119002	0.838409	0.019763	0.014367	0.134535	0.831335	0.035267	0.023537	0.141046	0.800151	0.087922	0.052813	0.140730	0.718535	0.177248	0.093497	0.132986	0.596269	
1024000	-79.945811	474	0.943964	1.947234	5.156953	3.363852	0.209090	0.104705	0.130544	0.555661	0.000271	0.000395	0.074676	0.924657	0.000367	0.000493	0.080372	0.918768	0.006881	0.006014	0.117102	0.870003	0.045281	0.028912	0.144041	0.781766	0.135703	0.071355	0.144976	0.647966	
1025000	-83.124723	237	2.944473	3.235450	1.771207	1.845900	0.238736	0.110393	0.132011	0.518860	0.000387	0.015581	0.002866	0.981166	0.001984	0.023902	0.009422	0.964692	0.001915	0.024012	0.009053	0.965021	0.035229	0.057865	0.060615	0.846291	0.163250	0.096042	0.123438	0.617271	
1026000	-83.882943	464	4.943743	4.014955	0.231166	2.311756	0.095524	0.162174	0.048105	0.694196	0.000010	0.057690	0.000019	0.942282	0.000077	0.075535	0.000112	0.924276	0.000116	0.090203	0.000137	0.909545	0.005491	0.125223	0.004462	0.864825	0.032482	0.162814	0.018454	0.786250	
1027000	-82.778351	503	1.330296	2.508986	5.089664	4.565034	0.210863	0.106749	0.128678	0.553710	0.000364	0.000629	0.063603	0.935404	0.002816	0.003432	0.087478	0.906273	0.009009	0.008484	0.109110	0.873397	0.063941	0.042539	0.134263	0.759256	0.138840	0.078092	0.135457	0.647611	
1028000	-83.205574	330	0.273843	1.649568	61.910302	52.056221	0.120236	0.060118	0.156123	0.663523	0.000057	0.000028	0.190460	0.809455	0.000051	0.000025	0.190462	0.809462	0.000706	0.000353	0.190274	0.808667	0.017021	0.008510	0.185613	0.788856	0.058763	0.029382	0.173687	0.738169	
1029000	-81.931452	509	0.851919	2.356788	3.155197	3.250191	0.169971	0.089892	0.134684	0.605453	0.000311	0.001091	0.032417	0.966181	0.000111	0.000544	0.023385	0.975960	0.001164	0.002958	0.044074	0.951803	0.015033	0.018845	0.082893	0.883229	0.082313	0.055725	0.127615	0.734347	
1030000	-83.387141	456	1.389227	2.803085	14.262946	8.310169	0.191974	0.095987	0.135627	0.576413	0.001238	0.000626	0.188309	0.809826	0.004484	0.002254	0.188358	0.804904	0.010849	0.005440	0.186943	0.796768	0.043617	0.021827	0.177893	0.756663	0.115331	0.057667	0.157521	0.669481	
1031000	-83.565239	300	2.117468	2.911216	11.584992	6.425623	0.220614	0.110305	0.127446	0.541635	0.007925	0.004109	0.182713	0.805252	0.014021	0.007181	0.182852	0.795946	0.017650	0.009010	0.182300	0.791041	0.078437	0.039350	0.167587	0.714626	0.163961	0.081947	0.143685	0.610407	
1032000	-84.784265	856	6.827509	4.802082	10.403621	5.667612	0.241984	0.120985	0.121345	0.515686	0.160814	0.087556	0.133555	0.618075	0.158455	0.085205	0.135772	0.620568	0.177385	0.093265	0.133358	0.595992	0.211910	0.107181	0.128494	0.552416	0.237055	0.118504	0.122770	0.521671	
1033000	-84.188332	93	1.727545	3.427648	5.654818	4.563704	0.194120	0.098045	0.133727	0.574108	0.003550	0.004032	0.093132	0.899286	0.006608	0.006058	0.112297	0.875037	0.015607	0.012207	0.127115	0.845071	0.043889	0.028601	0.141839	0.785672	0.111915	0.061211	0.146376	0.680498	
1034000	-88.155841	545	18.991906	6.605261	28.789430	12.924936	0.242424	0.121212	0.121212	0.515151	0.243117	0.121559	0.121014	0.514310	0.242661	0.121330	0.121144	0.514864	0.242584	0.121292	0.121166	0.514958	0.242610	0.121305	0.121159	0.514926	0.242438	0.121219	0.121208	0.515135	
1035000	-81.723897	666	1.841670	2.037150	4.660982	3.568689	0.247198	0.124703	0.118779	0.509321	0.002707	0.005050	0.058860	0.933384	0.001450	0.002646	0.060314	0.935590	0.027118	0.028127	0.096245	0.848511	0.077260	0.059471	0.114449	0.748820	0.196239	0.111273	0.118989	0.573499	
1036000	-84.538527	583	3.725273	3.446681	9.481565	4.064781	0.234904	0.117288	0.123532	0.524276	0.045591	0.023133	0.175287	0.755989	0.049826	0.025183	0.174657	0.750335	0.092873	0.045711	0.166181	0.695235	0.137925	0.066473	0.156105	0.639498	0.198779	0.097118	0.136643	0.567460	
1037000	-84.629077	584	0.562815	3.113930	7.630904	4.886605	0.129641	0.064854	0.153364	0.652141	0.000136	0.000094	0.144724	0.855046	0.000213	0.000145	0.147415	0.852227	0.002130	0.001277	0.163498	0.833094	0.015063	0.008178	0.173971	0.802788	0.050641	0.025780	0.173372	0.750206	
1038000	-83.487041	440	5.583182	4.708062	0.787972	2.019595	0.218779	0.127163	0.110101	0.543957	0.000096	0.070262	0.000149	0.929494	0.000096	0.070262	0.000149	0.929494	0.001783	0.093151	0.002033	0.903033	0.038221	0.124256	0.029250	0.808273	0.138707	0.135544	0.077986	0.647763	
1039000	-85.457025	313	7.862705	4.595650	18.507099	11.830639	0.242442	0.121221	0.121207	0.515130	0.226018	0.113183	0.125710	0.535090	0.218848	0.109468	0.127898	0.543786	0.226793	0.113411	0.125663	0.534134	0.236354	0.118184	0.122939	0.522523	0.242092	0.121047	0.121306	0.515555	
1040000	-86.349494	411	19.585295	8.467735	7.765620	5.870187	0.242202	0.121276	0.121101	0.515422	0.190617	0.136171	0.095192	0.578019	0.202164	0.132742	0.101061	0.564034	0.214686	0.129143	0.107338	0.548833	0.231298	0.124406	0.115635	0.528661	0.240090	0.121881	0.120043	0.517986	
1041000	-83.339761	445	1.321074	2.903109	21.360980	11.578762	0.191692	0.095846	0.135707	0.576755	0.006389	0.003196	0.188581	0.801834	0.001504	0.000752	0.190006	0.807738	0.013998	0.007000	0.186459	0.792543	0.049334	0.024667	0.176379	0.749620	0.119000	0.059500	0.156476	0.665024	
1042000	-82.698648	832	0.683259	2.390601	5.814888	2.738806	0.165452	0.080892	0.146177	0.607479	0.001648	0.001007	0.161041	0.836304	0.000187	0.000129	0.145476	0.854208	0.004180	0.002576	0.159228	0.834016	0.033715	0.015520	0.193535	0.757230	0.095156	0.041891	0.181981	0.680972	
1043000	-82.285524	702	1.588145	2.193652	0.847465	2.236904	0.161559	0.126459	0.093030	0.618953	0.000199	0.007888	0.002937	0.988976	0.000043	0.003438	0.001478	0.995041	0.000218	0.008808	0.002875	0.988100	0.010867	0.048503	0.024157	0.916474	0.070456	0.103450	0.061281	0.764814	
1044000	-84.947014	990	6.371649	3.374800	6.781635	5.821855	0.242793	0.121615	0.120889	0.514704	0.162516	0.118623	0.099782	0.619079	0.137565	0.099649	0.106576	0.656210	0.156170	0.103759	0.111333	0.628739	0.206868	0.121057	0.112498	0.559578	0.239023	0.124132	0.117622	0.519223	
1045000	-82.256465	697	0.917746	1.902003	9.499474	6.096452	0.198586	0.099308	0.133718	0.568387	0.002042	0.001107	0.177825	0.819027	0.001136	0.000611	0.179324	0.818929	0.007721	0.004024	0.182017	0.806239	0.043624	0.022266	0.174976	0.759133	0.128313	0.064402	0.153294	0.653991	
1046000	-84.804576	305	8.618298	5.321871	7.137598	4.086098	0.242499	0.121184	0.121257	0.515061	0.179661	0.123891	0.101501	0.594947	0.187032	0.121684	0.105860	0.585424	0.194939	0.122108	0.107988	0.574965	0.226978	0.121160	0.117723	0.534139	0.241298	0.120845	0.121337	0.516520	
1047000	-83.546657	105	0.097548	1.867622	21.096116	12.663763	0.045247	0.022623	0.177549	0.754581	0.000001	0.000001	0.190420	0.809578	0.000005	0.000003	0.190432	0.809560	0.000089	0.000045	0.190441	0.809425	0.003159	0.001580	0.189571	0.805690	0.018709	0.009354	0.185131	0.786806	
1048000	-86.417640	621	1.899787	3.314961	2.098795	1.498664	0.281502	0.084060	0.179311	0.455127	0.000365	0.005272	0.008023	0.986340	0.000323	0.004163	0.009007	0.986507	0.004520	0.018361	0.027501	0.949618	0.069980	0.046254	0.133537	0.750229	0.210586	0.062044	0.207564	0.519806	
1049000	-82.613394	455	0.263660	1.444898	4.815939	4.606642	0.151726	0.076839	0.145425	0.626010	0.000022	0.000036	0.067310	0.932632	0.000029	0.000040	0.080570	0.919361	0.000263	0.000280	0.099376	0.900081	0.012905	0.010082	0.127875	0.849138	0.070383	0.041138	0.148871	0.739608	
1050000	-86.624556	966	4.360960	4.551715	32.960998	14.017082	0.237585	0.118792	0.122595	0.521028	0.069532	0.034766	0.170610	0.725092	0.085951	0.042975	0.165919	0.705155	0.121256	0.060628	0.155832	0.662284	0.160065	0.080032	0.144743	0.615159	0.200738	0.100369	0.133122	0.565770	
1051000	-83.656660	777	0.230499	1.587371	15.027892	7.566581	0.119092	0.059546	0.156450	0.664912	0.000032	0.000016	0.189724	0.810227	0.000058	0.000029	0.189926	0.809986	0.000191	0.000096	0.190019	0.809695	0.012708	0.006355	0.186823	0.794114	0.056279	0.028137	0.174409	0.741175	
1052000	-81.130423	382	1.234228	1.985808	0.856508	2.326483	0.166569	0.129370	0.092618	0.611443	0.000001	0.000433	0.000218	0.999348	0.000058	0.002629	0.002570	0.994743	0.000180	0.006225	0.003376	0.990218	0.008767	0.041766	0.022881	0.926586	0.077374	0.106182	0.064466	0.751978	
1053000	-86.095366	329	13.592011	7.552775	0.356203	2.496606	0.111900	0.158505	0.055950	0.673645	0.000046	0.189155	0.000023	0.810776	0.000195	0.188914	0.000098	0.810793	0.002741	0.189025	0.001376	0.806858	0.013487	0.186459	0.006751	0.793303	0.051332	0.175816	0.025665	0.747187	
1054000	-83.985098	818	0.680081	3.098840	4.504700	3.248115	0.148829	0.075077	0.146770	0.629324	0.000078	0.000196	0.044460	0.955266	0.000109	0.000245	0.049761	0.949885	0.000781	0.001242	0.068703	0.929274	0.028657	0.020386	0.134951	0.816005	0.083782	0.045418	0.155284	0.715516	
1055000	-81.301753	286	0.181583	2.131885	0.359849	2.480025	0.030055	0.044708	0.067812	0.857425	0.000000	0.000022	0.000120	0.999858	0.000000	0.000017	0.000115	0.999868	0.000001	0.000127	0.000470	0.999403	0.000642	0.006543	0.011337	0.981477	0.008995	0.024780	0.039574	0.926650	
1056000	-81.759235	161	1.572609	2.078900	10.458643	6.173954	0.229707	0.114853	0.124846	0.530593	0.005009	0.002629	0.181715	0.810648	0.005469	0.002840	0.183166	0.808524	0.012796	0.006557	0.183094	0.797553	0.072709	0.036617	0.168664	0.722010	0.172434	0.086241	0.141173	0.600151	
1057000	-81.945699	846	1.194329	1.975883	4.652072	2.965101	0.234771	0.115840	0.125026	0.524363	0.000368	0.000614	0.065803	0.933216	0.000627	0.000920	0.074125	0.924328	0.002374	0.003032	0.083902	0.910692	0.059177	0.039363	0.135477	0.765983	0.176016	0.089172	0.138482	0.596331	
1058000	-82.661317	644	3.256415	3.158534	11.333036	6.212175	0.236001	0.117999	0.123049	0.522952	0.018308	0.009713	0.176421	0.795558	0.032914	0.017009	0.176183	0.773894	0.038357	0.019757	0.175129	0.766757	0.103619	0.052104	0.160078	0.684199	0.198290	0.099112	0.133864	0.568734	
1059000	-85.369008	470	5.750464	2.412235	3.204896	2.380934	0.262291	0.124216	0.122078	0.491415	0.021627	0.139579	0.015016	0.823778	0.028897	0.120477	0.023345	0.827280	0.056163	0.131633	0.038820	0.773384	0.182650	0.156690	0.079675	0.580985	0.275248	0.140912	0.109098	0.474742	
1060000	-83.439895	782	1.645007	2.744732	34.791018	18.771835	0.214168	0.107084	0.129285	0.549463	0.003644	0.001822	0.189435	0.805099	0.002371	0.001185	0.189799	0.806645	0.016477	0.008238	0.185769	0.789516	0.068356	0.034178	0.170946	0.726521	0.157004	0.078502	0.145618	0.618877	
1061000	-85.281139	300	2.777008	2.160200	29.970310	12.549847	0.250505	0.125253	0.118903	0.505339	0.019147	0.009573	0.185006	0.786273	0.025214	0.012607	0.183273	0.778907	0.033641	0.016820	0.180865	0.768674	0.134449	0.067224	0.152062	0.646265	0.230971	0.115486	0.124484	0.529059	
1062000	-83.325307	642	2.148903	2.930949	13.593106	6.528546	0.222577	0.111287	0.126884	0.539252	0.003618	0.001826	0.188036	0.806520	0.015505	0.007789	0.185336	0.791370	0.033080	0.016581	0.180660	0.769679	0.094114	0.047002	0.163751	0.695132	0.173905	0.086917	0.140842	0.598336	
1063000	-82.250388	639	0.734615	2.133312	1.141769	2.007381	0.161956	0.093084	0.126579	0.618381	0.000022	0.000835	0.003030	0.996114	0.000008	0.000400	0.002481	0.997111	0.000025	0.000963	0.003061	0.995951	0.007846	0.021824	0.039376	0.930955	0.068673	0.062090	0.100083	0.769155	
1064000	-84.958209	590	5.628717	4.606768	6.348550	3.428153	0.242228	0.120802	0.121581	0.515389	0.116190	0.083009	0.113226	0.687575	0.103733	0.079101	0.109223	0.707943	0.118915	0.085230	0.112215	0.683640	0.198863	0.105016	0.126828	0.569292	0.231360	0.113316	0.126924	0.528401	
1065000	-80.892166	253	2.610841	2.346069	2.357149	3.080629	0.230026	0.124075	0.115652	0.530248	0.000765	0.009858	0.008956	0.980421	0.002343	0.013664	0.019455	0.964538	0.005527	0.024043	0.025554	0.944876	0.061930	0.083843	0.068297	0.785930	0.156922	0.121048	0.095547	0.626483	
1066000	-84.173920	279	6.442562	3.019296	4.560333	4.358401	0.241357	0.123092	0.119129	0.516423	0.075670	0.148257	0.043961	0.732112	0.081399	0.130633	0.053819	0.734150	0.096520	0.131637	0.061293	0.710549	0.168326	0.149167	0.079989	0.602518	0.227569	0.135469	0.105110	0.531852	
1067000	-82.909221	848	0.773936	1.794877	5.640272	3.309984	0.225062	0.111589	0.127214	0.536135	0.000103	0.000123	0.089515	0.910260	0.000486	0.000512	0.100414	0.898587	0.002258	0.002026	0.115396	0.880321	0.052593	0.030608	0.154168	0.762631	0.162062	0.080590	0.144895	0.612453	
1068000	-82.854255	456	5.555379	3.043619	3.418785	3.046186	0.237937	0.123450	0.118041	0.520572	0.020810	0.102708	0.020406	0.856076	0.035252	0.097203	0.035501	0.832044	0.052278	0.109004	0.044796	0.793921	0.124490	0.132015	0.074247	0.669247	0.207243	0.131755	0.103219	0.557783	
1069000	-82.874969	756	0.489117	1.375605	7.985845	3.869694	0.224156	0.111689	0.126862	0.537293	0.000378	0.000218	0.169268	0.830135	0.000517	0.000281	0.177704	0.821497	0.001525	0.000816	0.179799	0.817860	0.046406	0.022875	0.179331	0.751387	0.145188	0.071071	0.151863	0.631878	
1070000	-85.934576	581	17.393432	6.922068	13.780163	8.541383	0.242424	0.121212	0.121212	0.515151	0.240548	0.122593	0.119442	0.517417	0.240931	0.121965	0.120142	0.516961	0.241750	0.121513	0.120768	0.515969	0.242347	0.121363	0.121045	0.515245	0.242429	0.121224	0.121202	0.515146	
1071000	-82.542053	457	1.327186	2.032182	8.081930	4.974092	0.233649	0.116859	0.123684	0.525808	0.002577	0.001628	0.156373	0.839422	0.001102	0.000689	0.158161	0.840049	0.014938	0.008440	0.168308	0.808314	0.079123	0.041442	0.161305	0.718130	0.182261	0.091730	0.137555	0.588453	
1072000	-84.891906	178	3.592951	2.725011	76.257536	31.249774	0.238908	0.119454	0.122217	0.519421	0.049833	0.024916	0.176238	0.749013	0.037798	0.018899	0.179677	0.763627	0.056416	0.028208	0.174357	0.741019	0.117801	0.058901	0.156819	0.666479	0.207089	0.103544	0.131308	0.558059	
1073000	-84.161931	686	1.767282	2.318280	24.832137	14.866868	0.220970	0.110485	0.127342	0.541203	0.010419	0.005210	0.187488	0.796882	0.005348	0.002674	0.188944	0.803034	0.031972	0.015986	0.181340	0.770702	0.063723	0.031862	0.172269	0.732146	0.166306	0.083153	0.142960	0.607580	
1074000	-82.628705	131	0.233865	1.553175	2.924567	2.420611	0.102145	0.050945	0.161642	0.685268	0.000016	0.000083	0.022661	0.977240	0.000008	0.000039	0.022588	0.977365	0.000062	0.000212	0.033162	0.966564	0.002917	0.003779	0.082682	0.910622	0.039869	0.023700	0.154712	0.781720	
1075000	-85.139756	587	2.575912	3.082088	18.681730	8.736150	0.232810	0.116405	0.123959	0.526825	0.006246	0.003127	0.188479	0.802148	0.010706	0.005358	0.187286	0.796650	0.057462	0.028733	0.174048	0.739758	0.119363	0.059678	0.156382	0.664578	0.195795	0.097896	0.134536	0.571773	
1076000	-84.411406	662	5.313133	2.020423	2.798995	2.384292	0.258976	0.126089	0.119674	0.495262	0.017883	0.164213	0.010347	0.807557	0.026193	0.124284	0.020554	0.828969	0.044214	0.137269	0.029884	0.788632	0.183684	0.188721	0.064480	0.563114	0.284383	0.152209	0.101525	0.461882	
1077000	-86.552330	506	33.005342	14.653411	18.117766	9.639911	0.242424	0.121212	0.121212	0.515152	0.242099	0.121305	0.121049	0.515546	0.242351	0.121233	0.121175	0.515241	0.242390	0.121222	0.121195	0.515193	0.242422	0.121213	0.121211	0.515155	0.242425	0.121212	0.121213	0.515150	
1078000	-85.544428	581	7.924129	6.194188	15.578875	12.300534	0.242242	0.121121	0.121264	0.515373	0.195486	0.098327	0.133864	0.572323	0.200706	0.100701	0.132693	0.565900	0.217708	0.108979	0.128131	0.545182	0.230144	0.115116	0.124674	0.530066	0.240324	0.120164	0.121810	0.517702	
1079000	-81.068678	958	1.415973	1.703772	2.693844	2.628985	0.268428	0.138184	0.110383	0.483005	0.000033	0.000487	0.007915	0.991565	0.000371	0.002478	0.017268	0.979883	0.008275	0.020585	0.043853	0.927288	0.036691	0.051270	0.070826	0.841214	0.190450	0.120968	0.107609	0.580973	
1080000	-84.539135	431	2.525506	1.838171	0.121276	1.535980	0.064263	0.187323	0.029034	0.719380	0.000001	0.012277	0.000010	0.987712	0.000000	0.007715	0.000006	0.992279	0.000014	0.023280	0.000070	0.976636	0.001756	0.085242	0.002207	0.910796	0.024332	0.176926	0.012717	0.786025	
1081000	-85.068257	593	1.161591	2.868258	10.205741	3.988328	0.195353	0.097634	0.134716	0.572297	0.000800	0.000386	0.195630	0.803184	0.004165	0.002032	0.193057	0.800746	0.003553	0.001746	0.192135	0.802565	0.036405	0.017305	0.187736	0.758554	0.103201	0.050421	0.164254	0.682124	
1082000	-83.147546	998	0.601735	2.291781	4.715049	3.894915	0.157672	0.080201	0.143160	0.618967	0.000268	0.000397	0.073495	0.925840	0.000073	0.000124	0.065101	0.934702	0.000404	0.000615	0.071693	0.927288	0.012003	0.011192	0.109431	0.867374	0.072187	0.043030	0.145840	0.738943	
1083000	-83.340437	492	4.631608	3.722697	9.804462	6.162022	0.240442	0.120223	0.121777	0.517558	0.114566	0.061562	0.147980	0.675892	0.110462	0.057969	0.152282	0.679287	0.134200	0.069213	0.147959	0.648627	0.175854	0.089059	0.138572	0.596515	0.219162	0.109763	0.127652	0.543423	
1084000	-83.622608	891	1.353060	2.134287	13.799200	11.103836	0.209071	0.104535	0.130742	0.555652	0.001727	0.000871	0.188545	0.808857	0.008220	0.004123	0.187643	0.800014	0.009457	0.004739	0.187438	0.798366	0.053372	0.026714	0.175074	0.744840	0.140699	0.070357	0.150263	0.638682	
1085000	-84.111348	429	0.920090	1.098557	17.349502	8.374696	0.357101	0.178551	0.088447	0.375901	0.000785	0.000393	0.190174	0.808648	0.001015	0.000508	0.190057	0.808420	0.009279	0.004641	0.187766	0.798314	0.138447	0.069214	0.150939	0.641400	0.337660	0.168826	0.094004	0.399510	
1086000	-81.561891	599	2.312164	2.624337	2.384492	2.362119	0.235107	0.115185	0.125805	0.523903	0.000284	0.004796	0.006880	0.988040	0.001016	0.007988	0.014609	0.976388	0.002355	0.013778	0.019394	0.964473	0.046217	0.057981	0.076803	0.818999	0.170737	0.099847	0.122164	0.607251	
1087000	-83.097249	286	2.296816	3.244087	2.531130	3.621389	0.195192	0.114014	0.115809	0.574985	0.000684	0.006622	0.011912	0.980783	0.000559	0.005359	0.012055	0.982026	0.002810	0.014845	0.021396	0.960949	0.034121	0.055340	0.061581	0.848959	0.130984	0.099596	0.103097	0.666323	
1088000	-85.654834	481	1.832320	2.832813	17.288969	6.481968	0.218834	0.109417	0.127952	0.543797	0.007521	0.003719	0.190051	0.798710	0.005448	0.002711	0.189625	0.802216	0.009823	0.004896	0.188140	0.797141	0.065494	0.032645	0.172217	0.729643	0.144500	0.072188	0.149306	0.634006	
1089000	-84.912606	610	3.470314	4.294244	3.568627	3.019482	0.224578	0.116258	0.122063	0.537102	0.011743	0.031820	0.039799	0.916638	0.009619	0.027967	0.037428	0.924987	0.032984	0.051007	0.064760	0.851249	0.074412	0.071313	0.093404	0.760872	0.151636	0.095145	0.118928	0.634291	
1090000	-80.841312	325	0.474268	1.911391	0.869303	2.211704	0.109388	0.081344	0.110543	0.698724	0.000000	0.000018	0.000169	0.999814	0.000002	0.000188	0.001155	0.998655	0.000022	0.000894	0.002905	0.996179	0.001180	0.008349	0.016207	0.974264	0.029414	0.043740	0.067951	0.858895	
1091000	-81.101024	779	0.433712	1.785637	1.871727	3.567359	0.146502	0.089397	0.123505	0.640595	0.000012	0.000205	0.006623	0.993161	0.000036	0.000297	0.013883	0.985784	0.000179	0.001009	0.020385	0.978426	0.010165	0.019462	0.056176	0.914197	0.058998	0.057348	0.095404	0.788250	
